GOPrimaryKey,CouncilDistrict,GOHighestOffenseDesc,HighestNIBRS,GOReportDate,GOLocation,ClearanceStatus,ClearanceDate,GODistrict,GOLocationZip,GOCensusTract,GOXCoordinate,GOYCoordinate,RIN,PrimaryKey,DateOccurred,TimeOccurred,Location,AreaCommand,NatureOfContact,ReasonDesc,R2RLevel,MasterSubjectID,SubjectSex,SubjectRace,SubjectEthnicity,SubjectConductDesc,SubjectResistance,WeaponUsed1,WeaponUsed2,WeaponUsed3,WeaponUsed4,WeaponUsed5,NumberShots,SubjectEffects,EffectonOfficer,OfficerOrganizationDesc,OfficerCommissionDate,OfficerYrsofService,XCoordinate,YCoordinate,CouncilDistrict
20151021803,4,"THEFT                         ",Theft,12-Apr-15,"1030 NORWOOD PARK BLVD                                                                              ",C,17-Apr-15,I,78753,18.13,3129997,10096983,159241,20151021803,"04/12/2015 12:00:00 AM",2310,"1030 NORWOOD PARK BLVD",ID,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"133890707: 20151021803",F,B,N,"EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","IDA 400 REG I PATROL","04/23/2010 12:00:00 AM",5,3129997,10096983,4
20151050153,7,"THEFT BY SHOPLIFTING          ",Theft,15-Apr-15,"12900 N IH 35 SVRD SB                                                                               ",C,16-Apr-15,E,78753,18.48,3134231,10124161,158962,20151050153,"04/15/2015 12:00:00 AM",242,"12900 N IH 35 SVRD SB",ED,"VIEWED OFFENSE","NECESSARY TO EFFECT ARREST / DETENTION",3,"288819825: 20151050153",F,B,N,"EDP/MENTALLY UNSTABLE","VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","COMPLAINT OF INJURY/PAIN","EDWARD 800 REG II PATROL","03/22/2013 12:00:00 AM",2,3134231,10124161,7
20151051991,9,"AGG RAPE                      ",Rape,16-Apr-15,"",N,17-Jun-15,B,78751,3.04,"","",159841,20151051991,"04/16/2015 12:00:00 AM"," ","4608 BENNETT AVE",BA,"WARRANT SERVICE","NECESSARY TO EFFECT ARREST / DETENTION",3,"288817921: 20151051991",M,B,N,"","VERBAL RESISTANCE/AGGRESSION","CED - PRONGS MISSED-ENTER # SHOTS","","","","",1,"MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","TACTICAL  INTEL UNIT","01/06/1995 12:00:00 AM",20,3122167,10084739,9
20151111004,5,"THEFT                         ",Theft,21-Apr-15,"9300 S IH 35 SVRD SB                                                                                ",C,28-Apr-15,F,78748,24.21,3100423,10033116,159201,20151111004,"04/21/2015 12:00:00 AM",1630,"9300 S IH 35 SVRD SB",FR,OTHER,"NECESSARY TO EFFECT ARREST / DETENTION",3,"458969071: 20151111004",M,W,N,"","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","DAVID 800 REG IV PATROL","10/07/2011 12:00:00 AM",4,3100423,10033116,5
20151141090,2,"AGG ASSAULT FAM/DATE VIOLENCE ","Agg Assault",24-Apr-15,"5502 PONCIANA DR                                                                                    ",C,1-May-15,F,78744,24.11,3110688,10045073,159343,20151141090,"04/24/2015 12:00:00 AM",1432,"5502 PONCIANA DR",FR,"DISPATCHED CALL","NECESSARY TO DEFEND ANOTHER",3,"204079528: 20151141090",F,W,H,"",OTHER,"WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","FRANK 200 REG IV PATROL","01/04/2008 12:00:00 AM",7,3110688,10045073,2
20151141090,2,"AGG ASSAULT FAM/DATE VIOLENCE ","Agg Assault",24-Apr-15,"5502 PONCIANA DR                                                                                    ",C,1-May-15,F,78744,24.11,3110688,10045073,159344,20151141090,"04/24/2015 12:00:00 AM",1432,"5502 PONCIANA DR",FR,"DISPATCHED CALL","NECESSARY TO DEFEND ANOTHER",3,"255074204: 20151141090",M,W,H,"",OTHER,"CHEMICAL AGENT - O C SPRAY","","","","","","COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","FRANK 200 REG IV PATROL","01/04/2008 12:00:00 AM",7,3110688,10045073,2
20151150434,3,"BURGLARY OF RESIDENCE         ",Burglary,25-Apr-15,"2425 CROMWELL CIR                                                                                   ",N,22-May-15,H,78741,23.14,3121692,10055203,159375,20151150434,"04/25/2015 12:00:00 AM",659,"2425 CROMWELL CIR",HE,"DISPATCHED CALL","NECESSARY TO DEFEND REPORTING OFFICER",2,"459190163: 20151150434",M,W,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE","CED - PRONGS-ENTER # SHOTS","","","","",1,"MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","HENRY 600 REG III PATROL","01/02/2009 12:00:00 AM",6,3121692,10055203,3
20151150434,3,"BURGLARY OF RESIDENCE         ",Burglary,25-Apr-15,"2425 CROMWELL CIR                                                                                   ",N,22-May-15,H,78741,23.14,3121692,10055203,159501,20151150434,"04/25/2015 12:00:00 AM",531,"2425 CROMWELL CIR",HE,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"459190163: 20151150434",M,W,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","HENRY 600 REG III PATROL","03/21/2014 12:00:00 AM",1,3121692,10055203,3
20151161071,2,"BURGLARY OF RESIDENCE         ",Burglary,26-Apr-15,"4906 DOVE CREEK CV                                                                                  ",C,28-Apr-15,F,78744,24.31,3117601,10043881,159381,20151161071,"04/26/2015 12:00:00 AM",1523,"4906 DOVE CREEK CV",FR,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",2,"459131092: 20151161071",M,B,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS",OTHER,"CED - PRONGS MISSED-ENTER # SHOTS","CED - PRONGS-ENTER # SHOTS","","","",2,"MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","FRANK 100 REG IV PATROL","06/23/2006 12:00:00 AM",9,3117601,10043881,2
20151161696,2,"AGG ASSAULT                   ","Agg Assault",26-Apr-15,"1005 W STASSNEY LN                                                                                  ",N,7-May-15,F,78745,24.1,3101058,10049258,159374,20151161696,"04/26/2015 12:00:00 AM",2221,"1005 W STASSNEY LN",FR,"DISPATCHED CALL","TO RESTRAIN FOR SUBJECTS SAFETY",2,"459269323: 20151161696",M,W,H,"EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS",FIREARM,"IMPACT MUNITION/BEANBAG RND-ENTER # SHOTS","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","",3,"MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","DAVID 500 REG IV PATROL","12/13/2013 12:00:00 AM",1,3101058,10049258,2
20151161696,2,"AGG ASSAULT                   ","Agg Assault",26-Apr-15,"1005 W STASSNEY LN                                                                                  ",N,7-May-15,F,78745,24.1,3101058,10049258,159403,20151161696,"04/26/2015 12:00:00 AM",2230,"1005 W STASSNEY LN",FR,"DISPATCHED CALL","TO RESTRAIN FOR SUBJECTS SAFETY",3,"459269323: 20151161696",M,W,H,"EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS",FIREARM,"WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","DAVID 800 REG IV PATROL","12/13/2013 12:00:00 AM",1,3101058,10049258,2
20151161696,2,"AGG ASSAULT                   ","Agg Assault",26-Apr-15,"1005 W STASSNEY LN                                                                                  ",N,7-May-15,F,78745,24.1,3101058,10049258,159802,20151161696,"04/26/2015 12:00:00 AM",2202,"1005 W STASSNEY LN",FR,"DISPATCHED CALL","TO RESTRAIN FOR SUBJECTS SAFETY",3,"459269323: 20151161696",M,W,H,"EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS",FIREARM,"CED - PRONGS-ENTER # SHOTS","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","",1,"MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","METRO TAC REGION 4","01/04/2008 12:00:00 AM",7,3101058,10049258,2
20151161429,3,"AGG ASSAULT                   ","Agg Assault",26-Apr-15,"CHICON ST / JESSE E SEGOVIA ST                                                                      ",C,28-Apr-15,C,78702,10.0,3119294,10064604,159354,20151161429,"04/26/2015 12:00:00 AM",2000,"CHICON ST / JESSE E SEGOVIA ST",CH,"VIEWED OFFENSE","NECESSARY TO DEFEND ANOTHER",3,"459269466: 20151161429",M,W,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND ACTIVE AGGRESSION","CED - PRONGS-ENTER # SHOTS","","","","",1,"NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","PARK 300 SPECIALIZED PATROL","06/04/2000 12:00:00 AM",15,3119294,10064604,3
20151221865,7,"THEFT                         ",Theft,2-May-15,"7816 BURNET RD                                                                                      ",C,4-May-15,B,78757,15.01,3117001,10102544,159788,20151221865,"05/02/2015 12:00:00 AM"," ","7816 BURNET RD",BA,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"270861065: 20151221865",F,W,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","NO COMPLAINT OF INJURY/PAIN","BAKER 800 NIGHT REG I PATROL","05/30/2014 12:00:00 AM",1,3117001,10102544,7
20151221865,7,"THEFT                         ",Theft,2-May-15,"7816 BURNET RD                                                                                      ",C,4-May-15,B,78757,15.01,3117001,10102544,159789,20151221865,"05/02/2015 12:00:00 AM",135,"7816 BURNET RD",BA,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"270861065: 20151221865",F,W,N,"EDP/MENTALLY UNSTABLE","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","NO COMPLAINT OF INJURY/PAIN","BAKER 800 NIGHT REG I PATROL","03/21/2014 12:00:00 AM",1,3117001,10102544,7
20151241249,9,"AGG ASSAULT                   ","Agg Assault",4-May-15,"500 E 6TH ST                                                                                        ",C,6-May-15,G,78701,11.0,3115841,10070419,159901,20151241249,"05/04/2015 12:00:00 AM",1650,"500 E 6TH ST",GE,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"459185821: 20151241249",M,B,N,"",OTHER,"WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","GEORGE 500 REG I PATROL","03/23/2012 12:00:00 AM",3,3115841,10070419,9
20151280895,1,"AGG ASSAULT ON PUBLIC SERVANT ","Agg Assault",8-May-15,"E 11TH ST / WALLER ST                                                                               ",C,11-May-15,C,78702,8.04,3118715,10071215,160122,20151280895,"05/08/2015 12:00:00 AM",127,"E 11TH ST / WALLER ST",CH,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",2,"218760615: 20151280895",M,B,N,"EDP/MENTALLY UNSTABLE",OTHER,"CED - PRONGS-ENTER # SHOTS","","","","",1,"MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","GEORGE 100 REG I PATROL","07/25/1997 12:00:00 AM",18,3118715,10071215,1
20151290063,4,"BURGLARY OF VEHICLE           ",Theft,9-May-15,"8520 PARKFIELD DR                                                                                   ",C,22-May-15,E,78758,18.05,3123354,10104113,160221,20151290063,"05/09/2015 12:00:00 AM",30,"8520 PARKFIELD DR",ED,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"220924477: 20151290063",M,W,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","EDWARD 800 REG II PATROL","12/12/2014 12:00:00 AM",0,3123354,10104113,4
20151301029,9,"ROBBERY BY ASSAULT            ",Robbery,10-May-15,"600 BLOCK CONGRESS AVE                                                                              ",C,11-May-15,G,78701,11.0,3114212,10070908,160182,20151301029,"05/10/2015 12:00:00 AM",1524,"600 BLOCK CONGRESS AVE",GE,"DISPATCHED CALL","NECESSARY TO DEFEND REPORTING OFFICER",3,"328402497: 20151301029",M,W,H,"",OTHER,"WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","COMPLAINT OF INJURY/PAIN","GEORGE 100 REG I PATROL","06/18/2004 12:00:00 AM",11,3114212,10070908,9
20151320161,3,"THEFT                         ",Theft,12-May-15,"2607 S IH 35 SVRD NB                                                                                ",C,12-May-15,H,78741,23.07,3114655,10056840,160185,20151320161,"05/12/2015 12:00:00 AM"," ","2607 S IH 35 SVRD NB",HE,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"459127289: 20151320161",F,B,N,"",OTHER,"WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED; NO COMPLAINT OF INJURY/PAIN","","HENRY 600 REG III PATROL","05/25/2001 12:00:00 AM",14,3114655,10056840,3
20151370776,5,"BURGLARY NON RESIDENCE        ",Burglary,16-May-15,"5700 MANCHACA RD                                                                                    ",C,7-Jul-15,D,78745,17.13,3096853,10051103,163601,20151370776,"05/16/2015 12:00:00 AM"," ","5700 MANCHACA RD",DA,"WARRANT SERVICE","NECESSARY TO EFFECT ARREST / DETENTION",3,"17371137: 20151370776",M,W,H,"","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","DAVID 200 REG IV PATROL","01/02/2009 12:00:00 AM",6,3096853,10051103,5
20151361107,4,"THEFT                         ",Theft,16-May-15,"1030 NORWOOD PARK BLVD                                                                              ",C,16-May-15,I,78753,18.13,3129997,10096983,160401,20151361107,"05/16/2015 12:00:00 AM",1551,"1030 NORWOOD PARK BLVD",ID,"VIEWED OFFENSE","NECESSARY TO DEFEND ANOTHER",3,"459231581: 20151361107",M,W,N,"","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","CHARLIE DISTRICT REPS REG III PATROL","01/04/2008 12:00:00 AM",7,3129997,10096983,4
20151371969,4,"AGG ROBBERY/DEADLY WEAPON     ",Robbery,17-May-15,"8529 RESEARCH BLVD NB                                                                               ",C,4-Jun-15,E,78758,18.05,3121737,10104911,160466,20151371969,"05/17/2015 12:00:00 AM",2350,"8529 RESEARCH BLVD NB",ED,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",2,"4523027: 20151371969",M,W,N,"","EMPTY HAND DEFENSIVE RESISTANCE","CED - PRONGS-ENTER # SHOTS","","","","",2,"MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","EDWARD 700 REG II PATROL","03/22/2013 12:00:00 AM",2,3121737,10104911,4
20151371969,4,"AGG ROBBERY/DEADLY WEAPON     ",Robbery,17-May-15,"8529 RESEARCH BLVD NB                                                                               ",C,4-Jun-15,E,78758,18.05,3121737,10104911,160663,20151371969,"05/17/2015 12:00:00 AM",2350,"8529 RESEARCH BLVD NB",ED,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"4523027: 20151371969",M,W,N,"","EMPTY HAND DEFENSIVE RESISTANCE","CED - PRONGS MISSED-ENTER # SHOTS","","","","",1,"MINOR INJURY","MINOR INJURY","ADAM 500 REG II PATROL","12/13/2013 12:00:00 AM",1,3121737,10104911,4
20151370416,5,"BURGLARY OF VEHICLE           ",Theft,17-May-15,"10020 ANAHUAC TRL                                                                                   ",C,21-May-15,F,78747,24.25,3100878,10029411,160405,20151370416,"05/17/2015 12:00:00 AM"," ","10020 ANAHUAC TRL",FR,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"12386913: 20151370416",M,W,H,"",OTHER,"CED - PRONGS-ENTER # SHOTS","","","","",1,"MINOR INJURY","","FRANK 800 REG IV PATROL","12/12/2014 12:00:00 AM",0,3100878,10029411,5
20151390349,3,"BURGLARY OF VEHICLE           ",Theft,19-May-15,"1601 MONTOPOLIS DR                                                                                  ",C,23-Jun-15,H,78741,23.12,3127800,10056392,160521,20151390349,"05/19/2015 12:00:00 AM",800,"1601 MONTOPOLIS DR",HE,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",1,"214303819: 20151390349",M,W,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","CED - DRIVE STUN-ENTER # SHOTS","CED - PRONGS-ENTER # SHOTS","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","",1,"MINOR INJURY","MINOR INJURY","HENRY 100 REG III PATROL","06/18/2004 12:00:00 AM",11,3127800,10056392,3
20151401945,4,"AGG ASLT STRANGLE/SUFFOCATE   ","Agg Assault",21-May-15,"1127 E 52ND ST                                                                                      ",C,25-May-15,I,78723,21.05,3125025,10085996,160605,20151401945,"05/20/2015 12:00:00 AM",2325,"1127 E 52ND ST",ID,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"77988315: 20151401945",M,W,N,"EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","VERBAL RESISTANCE/AGGRESSION; PASSIVE RESISTANCE; EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","","IDA 800 REG I PATROL","05/30/2014 12:00:00 AM",1,3125025,10085996,4
20151401945,4,"AGG ASLT STRANGLE/SUFFOCATE   ","Agg Assault",21-May-15,"1127 E 52ND ST                                                                                      ",C,25-May-15,I,78723,21.05,3125025,10085996,160606,20151401945,"05/20/2015 12:00:00 AM",2324,"1127 E 52ND ST",ID,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"77988315: 20151401945",M,W,N,"EDP/MENTALLY UNSTABLE","VERBAL RESISTANCE/AGGRESSION; PASSIVE RESISTANCE; EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","","IDA 800 REG I PATROL","03/21/2014 12:00:00 AM",1,3125025,10085996,4
20151411727,3,"THEFT BY SHOPLIFTING          ",Theft,21-May-15,"2205 E RIVERSIDE DR                                                                                 ",C,22-May-15,H,78741,23.16,3119496,10060353,160701,20151411727,"05/21/2015 12:00:00 AM",2050,"2205 E RIVERSIDE DR",HE,OTHER,"NECESSARY TO EFFECT ARREST / DETENTION",2,"297013844: 20151411727",M,W,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","CED - PRONGS-ENTER # SHOTS","","","","",1,"MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","HENRY 300 REG III PATROL","04/23/2010 12:00:00 AM",5,3119496,10060353,3
20151411727,3,"THEFT BY SHOPLIFTING          ",Theft,21-May-15,"2205 E RIVERSIDE DR                                                                                 ",C,22-May-15,H,78741,23.16,3119496,10060353,161661,20151411727,"05/21/2015 12:00:00 AM",2055,"2205 E RIVERSIDE DR",HE,OTHER,"NECESSARY TO EFFECT ARREST / DETENTION",3,"297013844: 20151411727",M,W,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","HENRY 300 REG III PATROL","10/07/2011 12:00:00 AM",4,3119496,10060353,3
20151420020,2,"BURGLARY OF RESIDENCE         ",Burglary,22-May-15,"4902 CANELLA DR                                                                                     ",C,25-May-15,F,78744,24.3,3110828,10035957,160682,20151420020,"05/22/2015 12:00:00 AM",13,"4902 CANELLA DR",FR,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"458947504: 20151420020",M,W,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND ACTIVE AGGRESSION","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","MINOR INJURY","FRANK 400 REG IV PATROL","03/20/2015 12:00:00 AM",0,3110828,10035957,2
20151420020,2,"BURGLARY OF RESIDENCE         ",Burglary,22-May-15,"4902 CANELLA DR                                                                                     ",C,25-May-15,F,78744,24.3,3110828,10035957,160686,20151420020,"05/22/2015 12:00:00 AM",20,"4902 CANELLA DR",FR,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",2,"458947504: 20151420020",M,W,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND ACTIVE AGGRESSION","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","COMPLAINT OF INJURY/PAIN","FRANK 500 REG IV PATROL","04/23/2010 12:00:00 AM",5,3110828,10035957,2
20151420020,2,"BURGLARY OF RESIDENCE         ",Burglary,22-May-15,"4902 CANELLA DR                                                                                     ",C,25-May-15,F,78744,24.3,3110828,10035957,160687,20151420020,"05/22/2015 12:00:00 AM",20,"4902 CANELLA DR",FR,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"458947504: 20151420020",M,W,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND ACTIVE AGGRESSION","CED - DRIVE STUN-ENTER # SHOTS","","","","",1,"MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","FRANK 800 REG IV PATROL","06/23/2006 12:00:00 AM",9,3110828,10035957,2
20151421365,7,"THEFT BY SHOPLIFTING          ",Theft,22-May-15,"1100 W PARMER LN                                                                                    ",C,26-May-15,E,78753,18.48,3133470,10122125,160821,20151421365,"05/22/2015 12:00:00 AM",2030,"1100 W PARMER LN",ED,"DISPATCHED CALL","IN CUSTODY, MAINTAINING CONTROL",3,"458791726: 20151421365",M,W,H,"","VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","",0,"NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","EDWARD 500 REG II PATROL","12/12/2014 12:00:00 AM",0,3133470,10122125,7
20151421365,7,"THEFT BY SHOPLIFTING          ",Theft,22-May-15,"1100 W PARMER LN                                                                                    ",C,26-May-15,E,78753,18.48,3133470,10122125,160905,20151421365,"05/22/2015 12:00:00 AM",2030,"1100 W PARMER LN",ED,"DISPATCHED CALL","IN CUSTODY, MAINTAINING CONTROL",3,"458791726: 20151421365",M,W,H,"","VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","",0,"NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","EDWARD 200 REG II PATROL","01/04/2008 12:00:00 AM",7,3133470,10122125,7
20151492303,9,"AGG ASSAULT ON PUBLIC SERVANT ","Agg Assault",29-May-15,"900 NECHES ST                                                                                       ",C,31-May-15,G,78701,11.0,3116053,10071392,161021,20151492303,"05/29/2015 12:00:00 AM",2325,"900 NECHES ST",GE,"VIEWED OFFENSE","NECESSARY TO EFFECT ARREST / DETENTION",3,"458843308: 20151492303",M,B,N,"",OTHER,"WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","GEORGE 800 REG I PATROL","06/18/2004 12:00:00 AM",11,3116053,10071392,9
20151500403,7,"ROBBERY BY ASSAULT            ",Robbery,30-May-15,"1910 W BRAKER LN                                                                                    ",C,21-Jul-15,E,78758,18.44,3124643,10116191,161068,20151500403,"05/30/2015 12:00:00 AM"," ","1910 W BRAKER LN",ED,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"269353738: 20151500403",M,B,N,"",OTHER,"CED - PRONGS MISSED-ENTER # SHOTS","CED - DRIVE STUN-ENTER # SHOTS","","","",1,"NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","EDWARD 800 REG II PATROL","06/20/2008 12:00:00 AM",7,3124643,10116191,7
20151531349,3,"THEFT                         ",Theft,2-Jun-15,"2508 E RIVERSIDE DR                                                                                 ",C,6-Jun-15,H,78741,23.04,3120959,10059177,161126,20151531349,"06/02/2015 12:00:00 AM"," ","2508 E RIVERSIDE DR",HE,"VIEWED OFFENSE","NECESSARY TO EFFECT ARREST / DETENTION",3,"459155155: 20151531349",M,W,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","CED - PRONGS-ENTER # SHOTS","","","","",1,"MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","EDWARD 800 REG II PATROL","03/22/2013 12:00:00 AM",2,3120959,10059177,3
20151551867,4,"ROBBERY BY THREAT             ",Robbery,5-Jun-15,"7522 N IH 35 SVRD SB                                                                                ",C,5-Jun-15,I,78752,18.04,3126502,10096146,161422,20151551867,"06/05/2015 12:00:00 AM",2314,"7522 N IH 35 SVRD SB",ID,"VIEWED OFFENSE","NECESSARY TO EFFECT ARREST / DETENTION",2,"458768911: 20151551867",M,W,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE; OTHER","CED - PRONGS-ENTER # SHOTS","","","","",1,"MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","IDA 300 REG I PATROL","10/07/2011 12:00:00 AM",4,3126502,10096146,4
20151580427,9,"AGG ASSAULT                   ","Agg Assault",7-Jun-15,"2330 GUADALUPE ST                                                                                   ",C,17-Jun-15,B,78705,6.04,3114450,10077690,161500,20151580427,"06/07/2015 12:00:00 AM",441,"2330 GUADALUPE ST",BA,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"459079762: 20151580427",M,B,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","BAKER 700 REG I PATROL","03/20/2015 12:00:00 AM",0,3114450,10077690,9
